vertex,group_id,degree,beteweeness,from,to
,,,,Health,Neuroscience
,,,,Education,Neuroscience
,,,,Economics,Neuroscience
,,,,Culture,Neuroscience
,,,,Creativity,Neuroscience
,,,,Neuroscience,Evolution
,,,,Evolution,Neuroscience
,,,,Neuroscience,Humor
,,,,Humor,Neuroscience
,,,,Neuroscience,Brain
,,,,Brain,Neuroscience
,,,,Psychology,Neuroscience
,,,,Neuroscience,Psychology
,,,,Neuroscience,Happiness
,,,,Happiness,Neuroscience
,,,,Neuroscience,Mental health
,,,,Mental health,Neuroscience
,,,,Neuroscience,Genetics
,,,,Genetics,Neuroscience
,,,,Neuroscience,Biotech
,,,,Biotech,Neuroscience
,,,,Neuroscience,Insects
,,,,Insects,Neuroscience
,,,,Neuroscience,Marketing
,,,,Marketing,Neuroscience
,,,,Neuroscience,Exploration
,,,,Exploration,Neuroscience
,,,,Neuroscience,Arts
,,,,Arts,Neuroscience
,,,,TED Fellows,Neuroscience
,,,,Neuroscience,TED Fellows
,,,,Neuroscience,Beauty
,,,,Beauty,Neuroscience
,,,,Neuroscience,Art
,,,,Art,Neuroscience
,,,,Neuroscience,Brazil
,,,,Brazil,Neuroscience
,,,,Neuroscience,Animals
,,,,Animals,Neuroscience
,,,,Neuroscience,Advertising
,,,,Advertising,Neuroscience
,,,,Web,Marketing
,,,,War,Marketing
,,,,Violence,Marketing
,,,,Terrorism,Marketing
,,,,TEDx,Marketing
,,,,Technology,Marketing
,,,,Storytelling,Marketing
,,,,Society,Marketing
,,,,Science,Marketing
,,,,Politics,Marketing
,,,,Performance,Marketing
,,,,Medicine,Marketing
,,,,Media,Marketing
,,,,Marketing,Web
,,,,Marketing,War
,,,,Marketing,Violence
,,,,Marketing,Terrorism
,,,,Marketing,TEDx
,,,,Marketing,Technology
,,,,Marketing,Storytelling
,,,,Marketing,Society
,,,,Marketing,Science
,,,,Marketing,Politics
,,,,Marketing,Performance
,,,,Marketing,Medicine
,,,,Marketing,Media
,,,,Marketing,Leadership
,,,,Marketing,Law
,,,,Marketing,Health care
,,,,Marketing,Global issues
,,,,Marketing,Entertainment
,,,,Marketing,Economics
,,,,Marketing,Dance
,,,,Marketing,Culture
,,,,Marketing,Crime
,,,,Marketing,Consumerism
,,,,Marketing,Community
,,,,Marketing,Communication
,,,,Marketing,Business
,,,,Marketing,Brain
,,,,Leadership,Marketing
,,,,Law,Marketing
,,,,Health care,Marketing
,,,,Global issues,Marketing
,,,,Entertainment,Marketing
,,,,Economics,Marketing
,,,,Dance,Marketing
,,,,Culture,Marketing
,,,,Crime,Marketing
,,,,Consumerism,Marketing
,,,,Community,Marketing
,,,,Communication,Marketing
,,,,Business,Marketing
,,,,Brain,Marketing
,,,,Money,Marketing
,,,,Marketing,Money
,,,,Philanthropy,Marketing
,,,,Marketing,Philanthropy
,,,,Marketing,Beauty
,,,,Beauty,Marketing
,,,,Marketing,Africa
,,,,Africa,Marketing
,,,,Marketing,Advertising
,,,,Advertising,Marketing
,,,,TEDx,Genetics
,,,,Technology,Genetics
,,,,Storytelling,Genetics
,,,,Sports,Genetics
,,,,Science,Genetics
,,,,Public health,Genetics
,,,,Oceans,Genetics
,,,,Nature,Genetics
,,,,Medicine,Genetics
,,,,Life,Genetics
,,,,Invention,Genetics
,,,,Innovation,Genetics
,,,,Humor,Genetics
,,,,Humanity,Genetics
,,,,Health care,Genetics
,,,,Health,Genetics
,,,,Global issues,Genetics
,,,,Genetics,TEDx
,,,,Genetics,Technology
,,,,Genetics,Storytelling
,,,,Genetics,Sports
,,,,Genetics,Science
,,,,Genetics,Public health
,,,,Genetics,Oceans
,,,,Genetics,Nature
,,,,Genetics,Medicine
,,,,Genetics,Life
,,,,Genetics,Invention
,,,,Genetics,Innovation
,,,,Genetics,Humor
,,,,Genetics,Humanity
,,,,Genetics,Health care
,,,,Genetics,Health
,,,,Genetics,Global issues
,,,,Genetics,Future
,,,,Genetics,Evolution
,,,,Genetics,Entertainment
,,,,Genetics,Energy
,,,,Genetics,Education
,,,,Genetics,Disease
,,,,Genetics,Dance
,,,,Genetics,Culture
,,,,Genetics,Creativity
,,,,Genetics,Children
,,,,Genetics,Business
,,,,Genetics,Brain
,,,,Genetics,Biosphere
,,,,Future,Genetics
,,,,Evolution,Genetics
,,,,Entertainment,Genetics
,,,,Energy,Genetics
,,,,Education,Genetics
,,,,Disease,Genetics
,,,,Dance,Genetics
,,,,Culture,Genetics
,,,,Creativity,Genetics
,,,,Children,Genetics
,,,,Business,Genetics
,,,,Brain,Genetics
,,,,Biosphere,Genetics
,,,,Genetics,Biology
,,,,Biology,Genetics
,,,,Genetics,Biotech
,,,,Biotech,Genetics
,,,,Genetics,Cancer
,,,,Cancer,Genetics
,,,,Music,Genetics
,,,,Genetics,Music
,,,,Live music,Genetics
,,,,Genetics,Live music
,,,,Race,Genetics
,,,,Genetics,Race
,,,,Singer,Genetics
,,,,Genetics,Singer
,,,,Genetics,Animals
,,,,Animals,Genetics
,,,,Genetics,Africa
,,,,Africa,Genetics
,,,,Genetics,Advertising
,,,,Advertising,Genetics
,,,,Women,Consumerism
,,,,TEDx,Consumerism
,,,,Technology,Consumerism
,,,,Storytelling,Consumerism
,,,,Robots,Consumerism
,,,,Oceans,Consumerism
,,,,Medicine,Consumerism
,,,,Media,Consumerism
,,,,Life,Consumerism
,,,,Green,Consumerism
,,,,Global issues,Consumerism
,,,,Engineering,Consumerism
,,,,Energy,Consumerism
,,,,Economics,Consumerism
,,,,Design,Consumerism
,,,,Culture,Consumerism
,,,,Creativity,Consumerism
,,,,Consumerism,Women
,,,,Consumerism,TEDx
,,,,Consumerism,Technology
,,,,Consumerism,Storytelling
,,,,Consumerism,Robots
,,,,Consumerism,Oceans
,,,,Consumerism,Medicine
,,,,Consumerism,Media
,,,,Consumerism,Life
,,,,Consumerism,Green
,,,,Consumerism,Global issues
,,,,Consumerism,Engineering
,,,,Consumerism,Energy
,,,,Consumerism,Economics
,,,,Consumerism,Design
,,,,Consumerism,Culture
,,,,Consumerism,Creativity
,,,,Consumerism,Community
,,,,Consumerism,Communication
,,,,Consumerism,Collaboration
,,,,Consumerism,Cities
,,,,Consumerism,Business
,,,,Community,Consumerism
,,,,Communication,Consumerism
,,,,Collaboration,Consumerism
,,,,Cities,Consumerism
,,,,Business,Consumerism
,,,,Humor,Consumerism
,,,,Consumerism,Humor
,,,,Film,Consumerism
,,,,Consumerism,Film
,,,,Psychology,Consumerism
,,,,Consumerism,Psychology
,,,,Happiness,Consumerism
,,,,Consumerism,Happiness
,,,,Money,Consumerism
,,,,Consumerism,Money
,,,,Consumerism,Asia
,,,,Asia,Consumerism
,,,,Philanthropy,Consumerism
,,,,Consumerism,Philanthropy
,,,,Consumerism,Architecture
,,,,Architecture,Consumerism
,,,,Fashion,Consumerism
,,,,Consumerism,Fashion
,,,,Consumerism,Advertising
,,,,Advertising,Consumerism
,,,,TEDx,Advertising
,,,,Science,Advertising
,,,,Psychology,Advertising
,,,,Money,Advertising
,,,,Media,Advertising
,,,,Life,Advertising
,,,,Happiness,Advertising
,,,,Evolution,Advertising
,,,,Entertainment,Advertising
,,,,Economics,Advertising
,,,,Culture,Advertising
,,,,Creativity,Advertising
,,,,Business,Advertising
,,,,Brain,Advertising
,,,,Biology,Advertising
,,,,Animals,Advertising
,,,,Advertising,TEDx
,,,,Advertising,Science
,,,,Advertising,Psychology
,,,,Advertising,Money
,,,,Advertising,Media
,,,,Advertising,Life
,,,,Advertising,Happiness
,,,,Advertising,Evolution
,,,,Advertising,Entertainment
,,,,Advertising,Economics
,,,,Advertising,Culture
,,,,Advertising,Creativity
,,,,Advertising,Business
,,,,Advertising,Brain
,,,,Advertising,Biology
,,,,Advertising,Animals
,,,,Weather,TEDx
,,,,Weather,TED Fellows
,,,,Weather,Science
,,,,Weather,Nature
,,,,Weather,Medicine
,,,,Weather,Humanity
,,,,Weather,Global issues
,,,,Weather,Exploration
,,,,Weather,Environment
,,,,Weather,Disaster relief
,,,,Weather,Culture
,,,,Weather,Climate change
,,,,Weather,Cities
,,,,Weather,Biology
,,,,Weather,Beauty
,,,,Weather,Arts
,,,,Weather,Art
,,,,TEDx,Weather
,,,,TED Fellows,Weather
,,,,Science,Weather
,,,,Nature,Weather
,,,,Medicine,Weather
,,,,Humanity,Weather
,,,,Global issues,Weather
,,,,Exploration,Weather
,,,,Environment,Weather
,,,,Disaster relief,Weather
,,,,Culture,Weather
,,,,Climate change,Weather
,,,,Cities,Weather
,,,,Biology,Weather
,,,,Beauty,Weather
,,,,Arts,Weather
,,,,Art,Weather
,,,,Weather,Adventure
,,,,Adventure,Weather
,,,,Women,Third world
,,,,Web,Third world
,,,,War,Third world
,,,,Violence,Third world
,,,,Third world,Women
,,,,Third world,Web
,,,,Third world,War
,,,,Third world,Violence
,,,,Third world,TEDx
,,,,Third world,Technology
,,,,Third world,Sustainability
,,,,Third world,Storytelling
,,,,Third world,Social change
,,,,Third world,Science
,,,,Third world,Robots
,,,,Third world,Poverty
,,,,Third world,Politics
,,,,Third world,Photography
,,,,Third world,Peace
,,,,Third world,Media
,,,,Third world,Invention
,,,,Third world,Innovation
,,,,Third world,Inequality
,,,,Third world,Humanity
,,,,Third world,Health
,,,,Third world,Global issues
,,,,Third world,Future
,,,,Third world,Engineering
,,,,Third world,Education
,,,,Third world,Economics
,,,,Third world,Development
,,,,Third world,Culture
,,,,Third world,Computers
,,,,Third world,Communication
,,,,Third world,Cities
,,,,Third world,Children
,,,,Third world,Business
,,,,TEDx,Third world
,,,,Technology,Third world
,,,,Sustainability,Third world
,,,,Storytelling,Third world
,,,,Social change,Third world
,,,,Science,Third world
,,,,Robots,Third world
,,,,Poverty,Third world
,,,,Politics,Third world
,,,,Photography,Third world
,,,,Peace,Third world
,,,,Media,Third world
,,,,Invention,Third world
,,,,Innovation,Third world
,,,,Inequality,Third world
,,,,Humanity,Third world
,,,,Health,Third world
,,,,Global issues,Third world
,,,,Future,Third world
,,,,Engineering,Third world
,,,,Education,Third world
,,,,Economics,Third world
,,,,Development,Third world
,,,,Culture,Third world
,,,,Computers,Third world
,,,,Communication,Third world
,,,,Cities,Third world
,,,,Children,Third world
,,,,Business,Third world
,,,,Third world,Potential
,,,,Potential,Third world
,,,,Third world,Feminism
,,,,Feminism,Third world
,,,,Third world,Asia
,,,,Asia,Third world
,,,,Third world,Art
,,,,Art,Third world
,,,,Third world,Africa
,,,,Africa,Third world
,,,,Third world,Adventure
,,,,Adventure,Third world
,,,,Space,Solar energy
,,,,Solar energy,Space
,,,,TEDx,Solar energy
,,,,Technology,Solar energy
,,,,Sustainability,Solar energy
,,,,Sports,Solar energy
,,,,Solar energy,TEDx
,,,,Solar energy,Technology
,,,,Solar energy,Sustainability
,,,,Solar energy,Sports
,,,,Solar energy,Science
,,,,Solar energy,Politics
,,,,Solar energy,Invention
,,,,Solar energy,Innovation
,,,,Solar energy,Green
,,,,Solar energy,Global issues
,,,,Solar energy,Exploration
,,,,Solar energy,Environment
,,,,Solar energy,Entertainment
,,,,Solar energy,Engineering
,,,,Solar energy,Energy
,,,,Solar energy,Climate change
,,,,Science,Solar energy
,,,,Politics,Solar energy
,,,,Invention,Solar energy
,,,,Innovation,Solar energy
,,,,Green,Solar energy
,,,,Global issues,Solar energy
,,,,Exploration,Solar energy
,,,,Environment,Solar energy
,,,,Entertainment,Solar energy
,,,,Engineering,Solar energy
,,,,Energy,Solar energy
,,,,Climate change,Solar energy
,,,,Solar energy,Aircraft
,,,,Aircraft,Solar energy
,,,,Solar energy,Adventure
,,,,Adventure,Solar energy
,,,,War,Robots
,,,,TEDx,Robots
,,,,Technology,Robots
,,,,Sustainability,Robots
,,,,Social change,Robots
,,,,Science,Robots
,,,,Robots,War
,,,,Robots,TEDx
,,,,Robots,Technology
,,,,Robots,Sustainability
,,,,Robots,Social change
,,,,Robots,Science
,,,,Robots,Politics
,,,,Robots,Open-source
,,,,Robots,Oceans
,,,,Robots,Invention
,,,,Robots,Innovation
,,,,Robots,Humanity
,,,,Robots,Global issues
,,,,Robots,Entertainment
,,,,Robots,Engineering
,,,,Robots,Education
,,,,Robots,Economics
,,,,Robots,Design
,,,,Robots,Culture
,,,,Robots,Computers
,,,,Robots,Communication
,,,,Robots,Comedy
,,,,Robots,Business
,,,,Politics,Robots
,,,,Open-source,Robots
,,,,Oceans,Robots
,,,,Invention,Robots
,,,,Innovation,Robots
,,,,Humanity,Robots
,,,,Global issues,Robots
,,,,Entertainment,Robots
,,,,Engineering,Robots
,,,,Education,Robots
,,,,Economics,Robots
,,,,Design,Robots
,,,,Culture,Robots
,,,,Computers,Robots
,,,,Communication,Robots
,,,,Comedy,Robots
,,,,Business,Robots
,,,,Robots,Creativity
,,,,Creativity,Robots
,,,,Robots,Future
,,,,Future,Robots
,,,,Work,Robots
,,,,Robots,Work
,,,,Robots,Evolution
,,,,Evolution,Robots
,,,,Violence,Robots
,,,,Robots,Violence
,,,,Writing,Robots
,,,,Robots,Writing
,,,,Robots,Biology
,,,,Biology,Robots
,,,,Robots,Biotech
,,,,Biotech,Robots
,,,,Space,Robots
,,,,Robots,Space
,,,,Robots,Planets
,,,,Planets,Robots
,,,,Robots,Exploration
,,,,Exploration,Robots
,,,,Robots,Music
,,,,Music,Robots
,,,,TED Fellows,Robots
,,,,Robots,TED Fellows
,,,,Robots,Art
,,,,Art,Robots
,,,,Robots,Animals
,,,,Animals,Robots
,,,,Robots,Adventure
,,,,Adventure,Robots
,,,,War,Nuclear energy
,,,,Technology,Nuclear energy
,,,,Science,Nuclear energy
,,,,Politics,Nuclear energy
,,,,Nuclear energy,War
,,,,Nuclear energy,Technology
,,,,Nuclear energy,Science
,,,,Nuclear energy,Politics
,,,,Nuclear energy,Disaster relief
,,,,Disaster relief,Nuclear energy
,,,,Nuclear energy,Government
,,,,Government,Nuclear energy
,,,,Nuclear energy,Computers
,,,,Computers,Nuclear energy
,,,,Nuclear energy,Innovation
,,,,Innovation,Nuclear energy
,,,,Youth,Nuclear energy
,,,,Nuclear energy,Youth
,,,,Nuclear energy,Adventure
,,,,Adventure,Nuclear energy
,,,,Writing,Nature
,,,,Trees,Nature
,,,,TEDx,Nature
,,,,TED Prize,Nature
,,,,Technology,Nature
,,,,Sustainability,Nature
,,,,Storytelling,Nature
,,,,Social change,Nature
,,,,Science,Nature
,,,,Psychology,Nature
,,,,Photography,Nature
,,,,Open-source,Nature
,,,,Oceans,Nature
,,,,Nature,Writing
,,,,Nature,Trees
,,,,Nature,TEDx
,,,,Nature,TED Prize
,,,,Nature,Technology
,,,,Nature,Sustainability
,,,,Nature,Storytelling
,,,,Nature,Social change
,,,,Nature,Science
,,,,Nature,Psychology
,,,,Nature,Photography
,,,,Nature,Open-source
,,,,Nature,Oceans
,,,,Nature,Life
,,,,Nature,Invention
,,,,Nature,Innovation
,,,,Nature,Green
,,,,Nature,Global issues
,,,,Nature,Film
,,,,Nature,Evolution
,,,,Nature,Environment
,,,,Nature,Entertainment
,,,,Nature,Engineering
,,,,Nature,Disease
,,,,Nature,Design
,,,,Nature,Culture
,,,,Nature,Crime
,,,,Nature,Creativity
,,,,Nature,Cities
,,,,Nature,Business
,,,,Life,Nature
,,,,Invention,Nature
,,,,Innovation,Nature
,,,,Green,Nature
,,,,Global issues,Nature
,,,,Film,Nature
,,,,Evolution,Nature
,,,,Environment,Nature
,,,,Entertainment,Nature
,,,,Engineering,Nature
,,,,Disease,Nature
,,,,Design,Nature
,,,,Culture,Nature
,,,,Crime,Nature
,,,,Creativity,Nature
,,,,Cities,Nature
,,,,Business,Nature
,,,,Nature,Biosphere
,,,,Biosphere,Nature
,,,,Nature,Biology
,,,,Biology,Nature
,,,,Nature,Biotech
,,,,Biotech,Nature
,,,,Nature,Biodiversity
,,,,Biodiversity,Nature
,,,,Nature,Insects
,,,,Insects,Nature
,,,,Nature,Climate change
,,,,Climate change,Nature
,,,,Nature,Exploration
,,,,Exploration,Nature
,,,,Nature,Music
,,,,Music,Nature
,,,,Nature,Arts
,,,,Arts,Nature
,,,,TED Fellows,Nature
,,,,Nature,TED Fellows
,,,,Nature,Beauty
,,,,Beauty,Nature
,,,,Nature,Art
,,,,Art,Nature
,,,,Nature,Animals
,,,,Animals,Nature
,,,,Submarine,Nature
,,,,Nature,Submarine
,,,,Nature,Fish
,,,,Fish,Nature
,,,,Nature,Africa
,,,,Africa,Nature
,,,,Nature,Birds
,,,,Birds,Nature
,,,,Nature,Adventure
,,,,Adventure,Nature
,,,,TEDx,Life
,,,,Technology,Life
,,,,Sustainability,Life
,,,,Storytelling,Life
,,,,Science,Life
,,,,Religion,Life
,,,,Poverty,Life
,,,,Photography,Life
,,,,Oceans,Life
,,,,Medicine,Life
,,,,Life,TEDx
,,,,Life,Technology
,,,,Life,Sustainability
,,,,Life,Storytelling
,,,,Life,Science
,,,,Life,Religion
,,,,Life,Poverty
,,,,Life,Photography
,,,,Life,Oceans
,,,,Life,Medicine
,,,,Life,Invention
,,,,Life,Health care
,,,,Life,Health
,,,,Life,Green
,,,,Life,Global issues
,,,,Life,Environment
,,,,Life,Entertainment
,,,,Life,Education
,,,,Life,Design
,,,,Life,Culture
,,,,Life,Computers
,,,,Life,Children
,,,,Invention,Life
,,,,Health care,Life
,,,,Health,Life
,,,,Green,Life
,,,,Global issues,Life
,,,,Environment,Life
,,,,Entertainment,Life
,,,,Education,Life
,,,,Design,Life
,,,,Culture,Life
,,,,Computers,Life
,,,,Children,Life
,,,,Life,Faith
,,,,Faith,Life
,,,,Life,Cities
,,,,Cities,Life
,,,,Social change,Life
,,,,Life,Social change
,,,,Life,Humanity
,,,,Humanity,Life
,,,,Life,Economics
,,,,Economics,Life
,,,,Life,Community
,,,,Community,Life
,,,,Life,Communication
,,,,Communication,Life
,,,,Life,Business
,,,,Business,Life
,,,,Life,Creativity
,,,,Creativity,Life
,,,,Life,Future
,,,,Future,Life
,,,,Work,Life
,,,,Life,Work
,,,,Society,Life
,,,,Life,Society
,,,,Life,Evolution
,,,,Evolution,Life
,,,,Life,Disease
,,,,Disease,Life
,,,,Life,Leadership
,,,,Leadership,Life
,,,,Life,Development
,,,,Development,Life
,,,,Life,Humor
,,,,Humor,Life
,,,,Life,Film
,,,,Film,Life
,,,,Life,Dance
,,,,Dance,Life
,,,,Psychology,Life
,,,,Life,Psychology
,,,,Motivation,Life
,,,,Life,Motivation
,,,,Life,Happiness
,,,,Happiness,Life
,,,,Personal growth,Life
,,,,Life,Personal growth
,,,,Life,Fear
,,,,Fear,Life
,,,,Writing,Life
,,,,Life,Writing
,,,,Sports,Life
,,,,Life,Sports
,,,,Life,Goal-setting
,,,,Goal-setting,Life
,,,,Trees,Life
,,,,Life,Trees
,,,,Life,Biosphere
,,,,Biosphere,Life
,,,,Life,Biology
,,,,Biology,Life
,,,,Life,Biodiversity
,,,,Biodiversity,Life
,,,,Life,Insects
,,,,Insects,Life
,,,,Universe,Life
,,,,Life,Universe
,,,,Space,Life
,,,,Life,Space
,,,,Planets,Life
,,,,Life,Planets
,,,,Life,Exploration
,,,,Exploration,Life
,,,,Live music,Life
,,,,Life,Live music
,,,,Life,Beauty
,,,,Beauty,Life
,,,,Poetry,Life
,,,,Life,Poetry
,,,,Life,Art
,,,,Art,Life
,,,,Life,Architecture
,,,,Architecture,Life
,,,,Life,Animals
,,,,Animals,Life
,,,,Submarine,Life
,,,,Life,Submarine
,,,,Life,Africa
,,,,Africa,Life
,,,,Life,Adventure
,,,,Adventure,Life
,,,,TEDx,Innovation
,,,,Technology,Innovation
,,,,Sustainability,Innovation
,,,,Science,Innovation
,,,,Prosthetics,Innovation
,,,,Poverty,Innovation
,,,,Politics,Innovation
,,,,Photography,Innovation
,,,,Peace,Innovation
,,,,Open-source,Innovation
,,,,Medicine,Innovation
,,,,Invention,Innovation
,,,,Innovation,TEDx
,,,,Innovation,Technology
,,,,Innovation,Sustainability
,,,,Innovation,Science
,,,,Innovation,Prosthetics
,,,,Innovation,Poverty
,,,,Innovation,Politics
,,,,Innovation,Photography
,,,,Innovation,Peace
,,,,Innovation,Open-source
,,,,Innovation,Medicine
,,,,Innovation,Invention
,,,,Innovation,Health care
,,,,Innovation,Health
,,,,Innovation,Green
,,,,Innovation,Government
,,,,Innovation,Global issues
,,,,Innovation,Environment
,,,,Innovation,Entertainment
,,,,Innovation,Engineering
,,,,Innovation,Energy
,,,,Innovation,Design
,,,,Innovation,Culture
,,,,Innovation,Computers
,,,,Health care,Innovation
,,,,Health,Innovation
,,,,Green,Innovation
,,,,Government,Innovation
,,,,Global issues,Innovation
,,,,Environment,Innovation
,,,,Entertainment,Innovation
,,,,Engineering,Innovation
,,,,Energy,Innovation
,,,,Design,Innovation
,,,,Culture,Innovation
,,,,Computers,Innovation
,,,,Innovation,Collaboration
,,,,Collaboration,Innovation
,,,,Women,Innovation
,,,,Innovation,Women
,,,,Youth,Innovation
,,,,Innovation,Youth
,,,,Innovation,Education
,,,,Education,Innovation
,,,,Innovation,Children
,,,,Children,Innovation
,,,,Innovation,Cities
,,,,Cities,Innovation
,,,,Web,Innovation
,,,,Innovation,Web
,,,,Social change,Innovation
,,,,Innovation,Social change
,,,,Media,Innovation
,,,,Innovation,Media
,,,,Innovation,Economics
,,,,Economics,Innovation
,,,,Innovation,Business
,,,,Business,Innovation
,,,,Innovation,Creativity
,,,,Creativity,Innovation
,,,,Innovation,Future
,,,,Future,Innovation
,,,,Work,Innovation
,,,,Innovation,Work
,,,,Public health,Innovation
,,,,Innovation,Public health
,,,,Innovation,Disease
,,,,Disease,Innovation
,,,,Terrorism,Innovation
,,,,Innovation,Terrorism
,,,,Innovation,Flight
,,,,Flight,Innovation
,,,,Innovation,Development
,,,,Development,Innovation
,,,,Innovation,Disability
,,,,Disability,Innovation
,,,,Innovation,Happiness
,,,,Happiness,Innovation
,,,,Violence,Innovation
,,,,Innovation,Violence
,,,,Performance,Innovation
,,,,Innovation,Performance
,,,,Innovation,Heart health
,,,,Heart health,Innovation
,,,,Sports,Innovation
,,,,Innovation,Sports
,,,,Innovation,Hack
,,,,Hack,Innovation
,,,,Innovation,Biology
,,,,Biology,Innovation
,,,,Innovation,Biotech
,,,,Biotech,Innovation
,,,,Innovation,Biodiversity
,,,,Biodiversity,Innovation
,,,,Insects,Innovation
,,,,Innovation,Insects
,,,,MacArthur grant,Innovation
,,,,Innovation,MacArthur grant
,,,,Space,Innovation
,,,,Innovation,Space
,,,,Innovation,Exploration
,,,,Exploration,Innovation
,,,,State-building,Innovation
,,,,Innovation,State-building
,,,,Music,Innovation
,,,,Innovation,Music
,,,,Innovation,Arts
,,,,Arts,Innovation
,,,,TED Fellows,Innovation
,,,,Innovation,TED Fellows
,,,,Singer,Innovation
,,,,Innovation,Singer
,,,,Innovation,Art
,,,,Art,Innovation
,,,,Innovation,Architecture
,,,,Architecture,Innovation
,,,,Toy,Innovation
,,,,Innovation,Toy
,,,,Innovation,Africa
,,,,Africa,Innovation
,,,,Innovation,Curiosity
,,,,Curiosity,Innovation
,,,,Innovation,Adventure
,,,,Adventure,Innovation
,,,,Youth,Goal-setting
,,,,Women,Goal-setting
,,,,TEDx,Goal-setting
,,,,Technology,Goal-setting
,,,,Storytelling,Goal-setting
,,,,Society,Goal-setting
,,,,Psychology,Goal-setting
,,,,Poverty,Goal-setting
,,,,Politics,Goal-setting
,,,,Personal growth,Goal-setting
,,,,Oceans,Goal-setting
,,,,Motivation,Goal-setting
,,,,Leadership,Goal-setting
,,,,Health care,Goal-setting
,,,,Happiness,Goal-setting
,,,,Goal-setting,Youth
,,,,Goal-setting,Women
,,,,Goal-setting,TEDx
,,,,Goal-setting,Technology
,,,,Goal-setting,Storytelling
,,,,Goal-setting,Society
,,,,Goal-setting,Psychology
,,,,Goal-setting,Poverty
,,,,Goal-setting,Politics
,,,,Goal-setting,Personal growth
,,,,Goal-setting,Oceans
,,,,Goal-setting,Motivation
,,,,Goal-setting,Leadership
,,,,Goal-setting,Health care
,,,,Goal-setting,Happiness
,,,,Goal-setting,Global issues
,,,,Goal-setting,Entertainment
,,,,Goal-setting,Education
,,,,Goal-setting,Development
,,,,Goal-setting,Culture
,,,,Goal-setting,Business
,,,,Goal-setting,Brain
,,,,Global issues,Goal-setting
,,,,Entertainment,Goal-setting
,,,,Education,Goal-setting
,,,,Development,Goal-setting
,,,,Culture,Goal-setting
,,,,Business,Goal-setting
,,,,Brain,Goal-setting
,,,,Goal-setting,Extreme sports
,,,,Extreme sports,Goal-setting
,,,,Potential,Goal-setting
,,,,Goal-setting,Potential
,,,,Goal-setting,Feminism
,,,,Feminism,Goal-setting
,,,,Goal-setting,Art
,,,,Art,Goal-setting
,,,,Goal-setting,Adventure
,,,,Adventure,Goal-setting
,,,,Technology,Flight
,,,,Science,Flight
,,,,Invention,Flight
,,,,Green,Flight
,,,,Flight,Technology
,,,,Flight,Science
,,,,Flight,Invention
,,,,Flight,Green
,,,,Flight,Entertainment
,,,,Flight,Engineering
,,,,Flight,Energy
,,,,Flight,Design
,,,,Flight,Business
,,,,Entertainment,Flight
,,,,Engineering,Flight
,,,,Energy,Flight
,,,,Design,Flight
,,,,Business,Flight
,,,,Sports,Flight
,,,,Flight,Sports
,,,,Flight,Extreme sports
,,,,Extreme sports,Flight
,,,,Universe,Flight
,,,,Flight,Universe
,,,,Space,Flight
,,,,Flight,Space
,,,,Flight,Exploration
,,,,Exploration,Flight
,,,,NASA,Flight
,,,,Flight,NASA
,,,,Flight,Aircraft
,,,,Aircraft,Flight
,,,,Flight,Adventure
,,,,Adventure,Flight
,,,,War,Fish
,,,,Technology,Fish
,,,,Sustainability,Fish
,,,,Submarine,Fish
,,,,Storytelling,Fish
,,,,Science,Fish
,,,,Photography,Fish
,,,,Oceans,Fish
,,,,Humor,Fish
,,,,Health care,Fish
,,,,Health,Fish
,,,,Green,Fish
,,,,Global issues,Fish
,,,,Fish,War
,,,,Fish,Technology
,,,,Fish,Sustainability
,,,,Fish,Submarine
,,,,Fish,Storytelling
,,,,Fish,Science
,,,,Fish,Photography
,,,,Fish,Oceans
,,,,Fish,Humor
,,,,Fish,Health care
,,,,Fish,Health
,,,,Fish,Green
,,,,Fish,Global issues
,,,,Fish,Film
,,,,Fish,Fear
,,,,Fish,Exploration
,,,,Fish,Evolution
,,,,Fish,Environment
,,,,Fish,Entertainment
,,,,Fish,Education
,,,,Fish,Economics
,,,,Fish,Design
,,,,Fish,Collaboration
,,,,Fish,Climate change
,,,,Fish,Biology
,,,,Fish,Biodiversity
,,,,Fish,Arts
,,,,Fish,Art
,,,,Fish,Animals
,,,,Film,Fish
,,,,Fear,Fish
,,,,Exploration,Fish
,,,,Evolution,Fish
,,,,Environment,Fish
,,,,Entertainment,Fish
,,,,Education,Fish
,,,,Economics,Fish
,,,,Design,Fish
,,,,Collaboration,Fish
,,,,Climate change,Fish
,,,,Biology,Fish
,,,,Biodiversity,Fish
,,,,Arts,Fish
,,,,Art,Fish
,,,,Animals,Fish
,,,,Fish,Adventure
,,,,Adventure,Fish
,,,,Work,Fear
,,,,TEDx,Fear
,,,,Technology,Fear
,,,,Storytelling,Fear
,,,,Social change,Fear
,,,,Science,Fear
,,,,Psychology,Fear
,,,,Oceans,Fear
,,,,Mental health,Fear
,,,,Film,Fear
,,,,Fear,Work
,,,,Fear,TEDx
,,,,Fear,Technology
,,,,Fear,Storytelling
,,,,Fear,Social change
,,,,Fear,Science
,,,,Fear,Psychology
,,,,Fear,Oceans
,,,,Fear,Mental health
,,,,Fear,Film
,,,,Fear,Entertainment
,,,,Fear,Design
,,,,Fear,Dance
,,,,Fear,Culture
,,,,Fear,Creativity
,,,,Fear,Communication
,,,,Entertainment,Fear
,,,,Design,Fear
,,,,Dance,Fear
,,,,Culture,Fear
